"measure";"siteName";"date";"labName";"flowRate";"popServ";"PMMV";"value";"value_load";"value_pmmv";"value_avg14d_past";"value_load_avg14d_past";"value_pmmv_avg14d_past"
"Influenza";"Gent";2025-09-18;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Influenza";"Gent";2025-09-19;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Influenza";"Gent";2025-09-20;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Influenza";"Gent";2025-09-21;NA;NA;NA;NA;NA;NA;NA;0;0;0
"Influenza";"Gent";2025-09-22;"Sciensano Foodborne Pathogens";1448.71;220130;11091.99;0;0;0;0;0;0
"Influenza";"Gent";2025-09-23;NA;NA;NA;NA;NA;NA;NA;0;0;0
"Influenza";"Gent";2025-09-24;NA;NA;NA;NA;NA;NA;NA;0;0;0
"Influenza";"Gent";2025-09-25;NA;NA;NA;NA;NA;NA;NA;0;0;0
"Influenza";"Gent";2025-09-26;NA;NA;NA;NA;NA;NA;NA;0;0;0
"Influenza";"Gent";2025-09-27;NA;NA;NA;NA;NA;NA;NA;0;0;0
"Influenza";"Gent";2025-09-28;NA;NA;NA;NA;NA;NA;NA;0;0;0
"Influenza";"Gent";2025-09-29;"Sciensano Foodborne Pathogens";1437.79;220130;9384.65;0;0;0;0;0;0
"Influenza";"Gent";2025-09-30;NA;NA;NA;NA;NA;NA;NA;0;0;0
"Influenza";"Gent";2025-10-01;NA;NA;NA;NA;NA;NA;NA;0;0;0
"Influenza";"Gent";2025-10-02;NA;NA;NA;NA;NA;NA;NA;0;0;0
"Influenza";"Gent";2025-10-03;NA;NA;NA;NA;NA;NA;NA;0;0;0
"Influenza";"Gent";2025-10-04;NA;NA;NA;NA;NA;NA;NA;0;0;0
"Influenza";"Gent";2025-10-05;NA;NA;NA;NA;NA;NA;NA;0;0;0
"Influenza";"Gent";2025-10-06;"Sciensano Foodborne Pathogens";1465.13;220130;7161.34;0;0;0;0;0;0
"Influenza";"Gent";2025-10-07;NA;NA;NA;NA;NA;NA;NA;0.0013265306122449;23034303.4774442;1.21971190292264e-07
"Influenza";"Gent";2025-10-08;NA;NA;NA;NA;NA;NA;NA;0.00397959183673469;69102910.4323326;3.65913570876793e-07
"Influenza";"Gent";2025-10-09;NA;NA;NA;NA;NA;NA;NA;0.00795918367346939;138205820.864665;7.31827141753585e-07
"Influenza";"Gent";2025-10-10;NA;NA;NA;NA;NA;NA;NA;0.013265306122449;230343034.774442;1.21971190292264e-06
"Influenza";"Gent";2025-10-11;NA;NA;NA;NA;NA;NA;NA;0.0198979591836735;345514552.161663;1.82956785438396e-06
"Influenza";"Gent";2025-10-12;NA;NA;NA;NA;NA;NA;NA;0.0278571428571429;483720373.026329;2.56139499613755e-06
"Influenza";"Gent";2025-10-13;"Sciensano Foodborne Pathogens";1592.67;220130;10875.77;0.13;2257361740.78953;1.19531766486419e-05;0.0371428571428571;644960497.368438;3.4151933281834e-06
"Influenza";"Gent";2025-10-14;NA;NA;NA;NA;NA;NA;NA;0.0451020408163265;783166318.233104;4.14702046993698e-06
"Influenza";"Gent";2025-10-15;NA;NA;NA;NA;NA;NA;NA;0.051734693877551;898337835.620324;4.7568764213983e-06
"Influenza";"Gent";2025-10-16;NA;NA;NA;NA;NA;NA;NA;0.0570408163265306;990475049.530102;5.24476118256736e-06
"Influenza";"Gent";2025-10-17;NA;NA;NA;NA;NA;NA;NA;0.0610204081632653;1059577959.96243;5.61067475344415e-06
"Influenza";"Gent";2025-10-18;NA;NA;NA;NA;NA;NA;NA;0.0636734693877551;1105646566.91732;5.85461713402868e-06
"Influenza";"Gent";2025-10-19;NA;NA;NA;NA;NA;NA;NA;0.065;1128680870.39477;5.97658832432094e-06
"Influenza";"Gent";2025-10-20;"Sciensano Foodborne Pathogens";4119.46;220130;9871.13;0;0;0;0.065;1128680870.39477;5.97658832432094e-06
"Influenza";"Gent";2025-10-21;NA;NA;NA;NA;NA;NA;NA;0.0677040816326531;1429307678.11599;6.28672184453012e-06
"Influenza";"Gent";2025-10-22;NA;NA;NA;NA;NA;NA;NA;0.0731122448979592;2030561293.55844;6.90698888494847e-06
"Influenza";"Gent";2025-10-23;NA;NA;NA;NA;NA;NA;NA;0.0812244897959184;2932441716.72212;7.837389445576e-06
"Influenza";"Gent";2025-10-24;NA;NA;NA;NA;NA;NA;NA;0.0920408163265306;4134948947.60703;9.0779235264127e-06
"Influenza";"Gent";2025-10-25;NA;NA;NA;NA;NA;NA;NA;0.105561224489796;5638082986.21316;1.06285911274586e-05
"Influenza";"Gent";2025-10-26;NA;NA;NA;NA;NA;NA;NA;0.121785714285714;7441843832.54051;1.24893922487136e-05
"Influenza";"Gent";2025-10-27;"Sciensano Foodborne Pathogens";7365.25;220130;9327.86;0.395;31718788897.4697;4.23462616291411e-05;0.140714285714286;9546231486.58909;1.46603268901779e-05
"Influenza";"Gent";2025-10-28;NA;NA;NA;NA;NA;NA;NA;0.160969387755102;11422749672.0398;1.70219128998293e-05
"Influenza";"Gent";2025-10-29;NA;NA;NA;NA;NA;NA;NA;0.182551020408163;13071398388.8926;1.95741502776678e-05
"Influenza";"Gent";2025-10-30;NA;NA;NA;NA;NA;NA;NA;0.205459183673469;14492177637.1476;2.23170390236936e-05
"Influenza";"Gent";2025-10-31;NA;NA;NA;NA;NA;NA;NA;0.22969387755102;15685087416.8047;2.52505791379065e-05
"Influenza";"Gent";2025-11-01;NA;NA;NA;NA;NA;NA;NA;0.255255102040816;16650127727.864;2.83747706203066e-05
"Influenza";"Gent";2025-11-02;NA;NA;NA;NA;NA;NA;NA;0.282142857142857;17387298570.3253;3.16896134708938e-05
"Influenza";"Gent";2025-11-03;"Sciensano Foodborne Pathogens";1655.67;220130;8048.59;0.395;7130219234.08895;4.90769190628421e-05;0.310357142857143;17896599944.1888;3.51951076896683e-05
"Influenza";"Gent";2025-11-04;NA;NA;NA;NA;NA;NA;NA;0.334540816326531;18092966143.3828;3.81292242443444e-05
"Influenza";"Gent";2025-11-05;NA;NA;NA;NA;NA;NA;NA;0.35469387755102;17976397167.9073;4.04919631349221e-05
"Influenza";"Gent";2025-11-06;NA;NA;NA;NA;NA;NA;NA;0.370816326530612;17546893017.7622;4.22833243614014e-05
"Influenza";"Gent";2025-11-07;NA;NA;NA;NA;NA;NA;NA;0.382908163265306;16804453692.9477;4.35033079237824e-05
"Influenza";"Gent";2025-11-08;NA;NA;NA;NA;NA;NA;NA;0.390969387755102;15749079193.4636;4.4151913822065e-05
"Influenza";"Gent";2025-11-09;NA;NA;NA;NA;NA;NA;NA;0.395;14380769519.31;4.42291420562493e-05
"Influenza";"Gent";2025-11-10;"Sciensano Foodborne Pathogens";1899.75;220130;11149.32;0.395;8181361013.9463;3.5428169610344e-05;0.395;12699524670.4869;4.37349926263353e-05
"Influenza";"Gent";2025-11-11;NA;NA;NA;NA;NA;NA;NA;0.393622448979592;11256168651.7336;4.31261968206857e-05
"Influenza";"Gent";2025-11-12;NA;NA;NA;NA;NA;NA;NA;0.390867346938776;10050701463.0501;4.24027546393007e-05
"Influenza";"Gent";2025-11-13;NA;NA;NA;NA;NA;NA;NA;0.386734693877551;9083123104.43643;4.15646660821803e-05
"Influenza";"Gent";2025-11-14;NA;NA;NA;NA;NA;NA;NA;0.381224489795918;8353433575.89254;4.06119311493245e-05
"Influenza";"Gent";2025-11-15;NA;NA;NA;NA;NA;NA;NA;0.374336734693878;7861632877.41845;3.95445498407331e-05
"Influenza";"Gent";2025-11-16;NA;NA;NA;NA;NA;NA;NA;0.366071428571429;7607721009.01415;3.83625221564064e-05
"Influenza";"Gent";2025-11-17;"Sciensano Foodborne Pathogens";2436.21;220130;8407.85;0.26;6905896697.40608;3.09234822219711e-05;0.356428571428571;7591697970.67966;3.70658480963442e-05
"Influenza";"Gent";2025-11-18;NA;NA;NA;NA;NA;NA;NA;0.346785714285714;7640861377.83147;3.59614326516109e-05
"Influenza";"Gent";2025-11-19;NA;NA;NA;NA;NA;NA;NA;0.337142857142857;7755211230.46957;3.50492758222065e-05
"Influenza";"Gent";2025-11-20;NA;NA;NA;NA;NA;NA;NA;0.3275;7934747528.59396;3.43293776081311e-05
"Influenza";"Gent";2025-11-21;NA;NA;NA;NA;NA;NA;NA;0.317857142857143;8179470272.20464;3.38017380093847e-05
"Influenza";"Gent";2025-11-22;NA;NA;NA;NA;NA;NA;NA;0.308214285714286;8489379461.30163;3.34663570259671e-05
"Influenza";"Gent";2025-11-23;NA;NA;NA;NA;NA;NA;NA;0.298571428571429;8864475095.8849;3.33232346578785e-05
"Influenza";"Gent";2025-11-24;"Sciensano Foodborne Pathogens";5060.63;220130;7199.01;0.26;14345310134.9203;3.61160770717085e-05;0.288928571428571;9304757175.95447;3.33723709051188e-05
"Influenza";"Gent";2025-11-25;NA;NA;NA;NA;NA;NA;NA;0.278010204081633;9611673482.3671;3.34549286023003e-05
"Influenza";"Gent";2025-11-26;NA;NA;NA;NA;NA;NA;NA;0.265816326530612;9785224015.12279;3.3570907749423e-05
"Influenza";"Gent";2025-11-27;NA;NA;NA;NA;NA;NA;NA;0.25234693877551;9825408774.22154;3.37203083464868e-05
"Influenza";"Gent";2025-11-28;NA;NA;NA;NA;NA;NA;NA;0.237602040816327;9732227759.66335;3.39031303934919e-05
"Influenza";"Gent";2025-11-29;NA;NA;NA;NA;NA;NA;NA;0.221581632653061;9505680971.44823;3.4119373890438e-05
"Influenza";"Gent";2025-11-30;NA;NA;NA;NA;NA;NA;NA;0.204285714285714;9145768409.57616;3.43690388373254e-05
"Influenza";"Gent";2025-12-01;"Sciensano Foodborne Pathogens";1705.04;220130;NA;0;0;NA;0.185714285714286;8652490074.04716;3.4652125234154e-05
"Influenza";"Gent";2025-12-02;NA;NA;NA;NA;NA;NA;NA;0.169795918367347;8203461516.71044;3.48696812213511e-05
"Influenza";"Gent";2025-12-03;NA;NA;NA;NA;NA;NA;NA;0.156530612244898;7798682737.56602;3.50217067989169e-05
"Influenza";"Gent";2025-12-04;NA;NA;NA;NA;NA;NA;NA;0.145918367346939;7438153736.61389;3.51082019668513e-05
"Influenza";"Gent";2025-12-05;NA;NA;NA;NA;NA;NA;NA;0.137959183673469;7121874513.85406;3.51291667251543e-05
"Influenza";"Gent";2025-12-06;NA;NA;NA;NA;NA;NA;NA;0.13265306122449;6849845069.28652;3.5084601073826e-05
"Influenza";"Gent";2025-12-07;NA;NA;NA;NA;NA;NA;NA;0.13;6622065402.91127;3.49745050128662e-05
"Influenza";"Gent";2025-12-08;"Sciensano Foodborne Pathogens";4154.21;220130;7724.92;0.26;11775891700.3589;3.36573064834328e-05;0.13;6438535514.72831;3.47988785422751e-05
"Influenza";"Gent";2025-12-09;NA;NA;NA;NA;NA;NA;NA;0.133979591836735;6355264223.27437;3.49149171068228e-05
"Influenza";"Gent";2025-12-10;NA;NA;NA;NA;NA;NA;NA;0.141938775510204;6372251528.54946;3.53226207065094e-05
"Influenza";"Gent";2025-12-11;NA;NA;NA;NA;NA;NA;NA;0.153877551020408;6489497430.55356;3.60219893413348e-05
"Influenza";"Gent";2025-12-12;NA;NA;NA;NA;NA;NA;NA;0.169795918367347;6707001929.28668;3.7013023011299e-05
"Influenza";"Gent";2025-12-13;NA;NA;NA;NA;NA;NA;NA;0.18969387755102;7024765024.74883;3.82957217164021e-05
"Influenza";"Gent";2025-12-14;NA;NA;NA;NA;NA;NA;NA;0.213571428571429;7442786716.93999;3.98700854566439e-05
"Influenza";"Gent";2025-12-15;"Sciensano Foodborne Pathogens";1706.46;220130;6392.28;0.39;7255924044.88257;6.10110946329009e-05;0.241428571428571;7961067005.86017;4.17361142320247e-05
"Influenza";"Gent";2025-12-16;NA;NA;NA;NA;NA;NA;NA;0.269336734693878;8400646549.3025;4.42669642893161e-05
"Influenza";"Gent";2025-12-17;NA;NA;NA;NA;NA;NA;NA;0.297295918367347;8761525347.26697;4.74626356285182e-05
"Influenza";"Gent";2025-12-18;NA;NA;NA;NA;NA;NA;NA;0.32530612244898;9043703399.75358;5.1323128249631e-05
"Influenza";"Gent";2025-12-19;NA;NA;NA;NA;NA;NA;NA;0.353367346938776;9247180706.76233;5.58484421526545e-05
"Influenza";"Gent";2025-12-20;NA;NA;NA;NA;NA;NA;NA;0.381479591836735;9371957268.29322;6.10385773375886e-05
"Influenza";"Gent";2025-12-21;NA;NA;NA;NA;NA;NA;NA;0.409642857142857;9418033084.34626;6.68935338044335e-05
"Influenza";"Gent";2025-12-22;"Sciensano Foodborne Pathogens";1585.04;220130;5242.76;0.655;11319142688.4114;0.00012493419496601;0.437857142857143;9385408154.92144;7.3413311553189e-05
"Influenza";"Gent";2025-12-23;NA;NA;NA;NA;NA;NA;NA;0.463418367346939;9372387021.76914;7.93967492088305e-05
"Influenza";"Gent";2025-12-24;NA;NA;NA;NA;NA;NA;NA;0.486326530612245;9378969684.88935;8.48438467713579e-05
"Influenza";"Gent";2025-12-25;NA;NA;NA;NA;NA;NA;NA;0.506581632653061;9405156144.28209;8.97546042407713e-05
"Influenza";"Gent";2025-12-26;NA;NA;NA;NA;NA;NA;NA;0.524183673469388;9450946399.94734;9.41290216170706e-05
"Influenza";"Gent";2025-12-27;NA;NA;NA;NA;NA;NA;NA;0.539132653061224;9516340451.88511;9.79670989002558e-05
"Influenza";"Gent";2025-12-28;NA;NA;NA;NA;NA;NA;NA;0.551428571428571;9601338300.0954;0.000101268836090327
"Influenza";"Gent";2025-12-29;"Sciensano Foodborne Pathogens";1523.5;220130;5264.39;0.525;8720347067.64185;9.97266539903009e-05;0.561071428571429;9705939944.5782;0.000104034233187284
"Influenza";"Gent";2025-12-30;NA;NA;NA;NA;NA;NA;NA;0.586683673469388;9863156719.08158;0.000106785582986003
"Influenza";"Gent";2025-12-31;NA;NA;NA;NA;NA;NA;NA;0.628265306122449;10072988623.6055;0.000109522885486484
"Influenza";"Gent";2026-01-01;NA;NA;NA;NA;NA;NA;NA;0.685816326530612;10335435658.1501;0.000112246140688726
"Influenza";"Gent";2026-01-02;NA;NA;NA;NA;NA;NA;NA;0.759336734693878;10650497822.7151;0.000114955348592731
"Influenza";"Gent";2026-01-03;NA;NA;NA;NA;NA;NA;NA;0.848826530612245;11018175117.3008;0.000117650509198497
"Influenza";"Gent";2026-01-04;NA;NA;NA;NA;NA;NA;NA;0.954285714285714;11438467541.9071;0.000120331622506025
"Influenza";"Gent";2026-01-05;"Sciensano Foodborne Pathogens";NA;220130;14512.57;2.355;NA;0.000162273119096066;1.07571428571429;11911375096.5339;0.000122998688515314
"Influenza";"Gent";2026-01-06;NA;NA;NA;NA;NA;NA;NA;1.17841836734694;12504877518.572;0.000127008836019176
"Influenza";"Gent";2026-01-07;NA;NA;NA;NA;NA;NA;NA;1.26239795918367;13218974808.0216;0.000132362065017608
"Influenza";"Gent";2026-01-08;NA;NA;NA;NA;NA;NA;NA;1.32765306122449;14053666964.8825;0.000139058375510612
"Influenza";"Gent";2026-01-09;NA;NA;NA;NA;NA;NA;NA;1.37418367346939;15008953989.1548;0.000147097767498188
"Influenza";"Gent";2026-01-10;NA;NA;NA;NA;NA;NA;NA;1.40198979591837;16084835880.8385;0.000156480240980334
"Influenza";"Gent";2026-01-11;NA;NA;NA;NA;NA;NA;NA;1.41107142857143;17281312639.9335;0.000167205795957053
"Influenza";"Gent";2026-01-12;"Sciensano Foodborne Pathogens";6387.38;220130;1451.5;0.39;27159349838.7317;0.000268687564588357;1.40142857142857;18598384266.44;0.000179274432428343
"Influenza";"Gent";2026-01-13;NA;NA;NA;NA;NA;NA;NA;1.38647959183673;19923735169.4778;0.000189781812272981
"Influenza";"Gent";2026-01-14;NA;NA;NA;NA;NA;NA;NA;1.36622448979592;21257365349.047;0.000198727935490969
"Influenza";"Gent";2026-01-15;NA;NA;NA;NA;NA;NA;NA;1.34066326530612;22599274805.1476;0.000206112802082305
"Influenza";"Gent";2026-01-16;NA;NA;NA;NA;NA;NA;NA;1.30979591836735;23949463537.7796;0.000211936412046991
"Influenza";"Gent";2026-01-17;NA;NA;NA;NA;NA;NA;NA;1.27362244897959;25307931546.943;0.000216198765385025
"Influenza";"Gent";2026-01-18;NA;NA;NA;NA;NA;NA;NA;1.23214285714286;26674678832.6379;0.000218899862096408
"Influenza";"Gent";2026-01-19;"Sciensano Foodborne Pathogens";2006.54;220130;9538.19;1.7;37190220324.3538;0.000178230880282318;1.18535714285714;28049705394.8641;0.000220039702181141
"Influenza";"Gent";2026-01-20;NA;NA;NA;NA;NA;NA;NA;1.16795918367347;29471903383.6221;0.000219807162748864
"Influenza";"Gent";2026-01-21;NA;NA;NA;NA;NA;NA;NA;1.17994897959184;30941272798.912;0.000218202243799578
"Influenza";"Gent";2026-01-22;NA;NA;NA;NA;NA;NA;NA;1.22132653061224;32457813640.7336;0.000215224945333282
"Influenza";"Gent";2026-01-23;NA;NA;NA;NA;NA;NA;NA;1.29209183673469;34021525909.0871;0.000210875267349978
"Influenza";"Gent";2026-01-24;NA;NA;NA;NA;NA;NA;NA;1.39224489795918;35632409603.9724;0.000205153209849665
"Influenza";"Gent";2026-01-25;NA;NA;NA;NA;NA;NA;NA;1.52178571428571;37290464725.3895;0.000198058772832342
"Influenza";"Gent";2026-01-26;"Sciensano Foodborne Pathogens";1789.96;220130;17415.67;2.615;51032521510.0168;0.000150152133107713;1.68071428571429;38995691273.3385;0.00018959195629801
"Influenza";"Gent";2026-01-27;NA;NA;NA;NA;NA;NA;NA;1.81760204081633;40433762864.6152;0.000181701819764078
"Influenza";"Gent";2026-01-28;NA;NA;NA;NA;NA;NA;NA;1.93244897959184;41604679499.2198;0.000174388363230546
"Influenza";"Gent";2026-01-29;NA;NA;NA;NA;NA;NA;NA;2.02525510204082;42508441177.1523;0.000167651586697414
"Influenza";"Gent";2026-01-30;NA;NA;NA;NA;NA;NA;NA;2.09602040816327;43145047898.4125;0.000161491490164682
"Influenza";"Gent";2026-01-31;NA;NA;NA;NA;NA;NA;NA;2.14474489795918;43514499663.0006;0.000155908073632349
"Influenza";"Gent";2026-02-01;NA;NA;NA;NA;NA;NA;NA;2.17142857142857;43616796470.9165;0.000150901337100416
"Influenza";"Gent";2026-02-02;"Sciensano Foodborne Pathogens";5039.17;220130;16621.14;NA;NA;NA;2.17607142857143;43451938322.1603;0.000146471280568883
"Influenza";"Gent";2026-02-03;NA;NA;NA;NA;NA;NA;NA;2.16270408163265;42981033066.7314;0.000141981394475184
"Influenza";"Gent";2026-02-04;NA;NA;NA;NA;NA;NA;NA;2.13132653061224;42204080704.63;0.000137431678819319
"Influenza";"Gent";2026-02-05;NA;NA;NA;NA;NA;NA;NA;2.0819387755102;41121081235.856;0.000132822133601288
"Influenza";"Gent";2026-02-06;NA;NA;NA;NA;NA;NA;NA;2.01454081632653;39732034660.4094;0.000128152758821092
"Influenza";"Gent";2026-02-07;NA;NA;NA;NA;NA;NA;NA;1.92913265306122;38036940978.2902;0.000123423554478729
"Influenza";"Gent";2026-02-08;NA;NA;NA;NA;NA;NA;NA;1.82571428571429;36035800189.4984;0.000118634520574201
"Influenza";"Gent";2026-02-09;"Sciensano Foodborne Pathogens";1877.71;220130;11122.18;0.915;18731890973.5156;8.22680445739954e-05;1.70428571428571;33728612294.034;0.000113785657107507
"Influenza";"Grimbergen";2025-09-08;"Sciensano Foodborne Pathogens";661.17;107643;12691.22;0.13;1916381371.75664;1.02433020623707e-05;NA;NA;NA
"Influenza";"Grimbergen";2025-09-09;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Influenza";"Grimbergen";2025-09-10;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Influenza";"Grimbergen";2025-09-11;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Influenza";"Grimbergen";2025-09-12;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Influenza";"Grimbergen";2025-09-13;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Influenza";"Grimbergen";2025-09-14;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Influenza";"Grimbergen";2025-09-15;"Sciensano Foodborne Pathogens";2906.25;107643;14969.14;0;0;0;NA;NA;NA
"Influenza";"Grimbergen";2025-09-16;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Influenza";"Grimbergen";2025-09-17;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Influenza";"Grimbergen";2025-09-18;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Influenza";"Grimbergen";2025-09-19;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Influenza";"Grimbergen";2025-09-20;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Influenza";"Grimbergen";2025-09-21;NA;NA;NA;NA;NA;NA;NA;0.0371428571428571;547537534.787611;2.92665773210591e-06
"Influenza";"Grimbergen";2025-09-22;"Sciensano Foodborne Pathogens";679.21;107643;11965.59;0;0;0;0.0278571428571429;410653151.090709;2.19499329907943e-06
"Influenza";"Grimbergen";2025-09-23;NA;NA;NA;NA;NA;NA;NA;0.0198979591836735;293323679.350506;1.56785235648531e-06
"Influenza";"Grimbergen";2025-09-24;NA;NA;NA;NA;NA;NA;NA;0.013265306122449;195549119.567004;1.04523490432354e-06
"Influenza";"Grimbergen";2025-09-25;NA;NA;NA;NA;NA;NA;NA;0.00795918367346939;117329471.740202;6.27140942594123e-07
"Influenza";"Grimbergen";2025-09-26;NA;NA;NA;NA;NA;NA;NA;0.00397959183673469;58664735.8701012;3.13570471297062e-07
"Influenza";"Grimbergen";2025-09-27;NA;NA;NA;NA;NA;NA;NA;0.0013265306122449;19554911.9567004;1.04523490432354e-07
"Influenza";"Grimbergen";2025-09-28;NA;NA;NA;NA;NA;NA;NA;0;0;-1.81507060125921e-22
"Influenza";"Grimbergen";2025-09-29;"Sciensano Foodborne Pathogens";660.88;107643;9143.32;0;0;0;0;0;-1.81507060125921e-22
"Influenza";"Grimbergen";2025-09-30;NA;NA;NA;NA;NA;NA;NA;0;0;-1.81507060125921e-22
"Influenza";"Grimbergen";2025-10-01;NA;NA;NA;NA;NA;NA;NA;0;0;-1.81507060125921e-22
"Influenza";"Grimbergen";2025-10-02;NA;NA;NA;NA;NA;NA;NA;0;0;-1.81507060125921e-22
"Influenza";"Grimbergen";2025-10-03;NA;NA;NA;NA;NA;NA;NA;0;0;-1.81507060125921e-22
"Influenza";"Grimbergen";2025-10-04;NA;NA;NA;NA;NA;NA;NA;0;0;-1.81507060125921e-22
"Influenza";"Grimbergen";2025-10-05;NA;NA;NA;NA;NA;NA;NA;0;0;-1.81507060125921e-22
"Influenza";"Grimbergen";2025-10-06;"Sciensano Foodborne Pathogens";733.92;107643;9033.02;0;0;0;0;0;-1.81507060125921e-22
"Influenza";"Grimbergen";2025-10-07;NA;NA;NA;NA;NA;NA;NA;0.0013265306122449;21429157.2653141;1.95615398218178e-07
"Influenza";"Grimbergen";2025-10-08;NA;NA;NA;NA;NA;NA;NA;0.00397959183673469;64287471.7959423;5.86846194654535e-07
"Influenza";"Grimbergen";2025-10-09;NA;NA;NA;NA;NA;NA;NA;0.00795918367346939;128574943.591885;1.17369238930907e-06
"Influenza";"Grimbergen";2025-10-10;NA;NA;NA;NA;NA;NA;NA;0.013265306122449;214291572.653141;1.95615398218178e-06
"Influenza";"Grimbergen";2025-10-11;NA;NA;NA;NA;NA;NA;NA;0.0198979591836735;321437358.979711;2.93423097327268e-06
"Influenza";"Grimbergen";2025-10-12;NA;NA;NA;NA;NA;NA;NA;0.0278571428571429;450012302.571596;4.10792336258175e-06
"Influenza";"Grimbergen";2025-10-13;"Sciensano Foodborne Pathogens";724.54;107643;6781.32;0.13;2100057412.00078;1.91703090253815e-05;0.0371428571428571;600016403.428794;5.477231150109e-06
"Influenza";"Grimbergen";2025-10-14;NA;NA;NA;NA;NA;NA;NA;0.0451020408163265;728591347.020679;6.65092353941807e-06
"Influenza";"Grimbergen";2025-10-15;NA;NA;NA;NA;NA;NA;NA;0.051734693877551;835737133.347249;7.62900053050896e-06
"Influenza";"Grimbergen";2025-10-16;NA;NA;NA;NA;NA;NA;NA;0.0570408163265306;921453762.408506;8.41146212338168e-06
"Influenza";"Grimbergen";2025-10-17;NA;NA;NA;NA;NA;NA;NA;0.0610204081632653;985741234.204448;8.99830831803621e-06
"Influenza";"Grimbergen";2025-10-18;NA;NA;NA;NA;NA;NA;NA;0.0636734693877551;1028599548.73508;9.38953911447257e-06
"Influenza";"Grimbergen";2025-10-19;NA;NA;NA;NA;NA;NA;NA;0.065;1050028706.00039;9.58515451269074e-06
"Influenza";"Grimbergen";2025-10-20;"Sciensano Foodborne Pathogens";1807;107643;10323.77;0;0;0;0.065;1050028706.00039;9.58515451269074e-06
"Influenza";"Grimbergen";2025-10-21;NA;NA;NA;NA;NA;NA;NA;0.0636734693877551;1028599548.73508;9.38953911447257e-06
"Influenza";"Grimbergen";2025-10-22;NA;NA;NA;NA;NA;NA;NA;0.0610204081632653;985741234.204448;8.99830831803621e-06
"Influenza";"Grimbergen";2025-10-23;NA;NA;NA;NA;NA;NA;NA;0.0570408163265306;921453762.408506;8.41146212338168e-06
"Influenza";"Grimbergen";2025-10-24;NA;NA;NA;NA;NA;NA;NA;0.051734693877551;835737133.347249;7.62900053050896e-06
"Influenza";"Grimbergen";2025-10-25;NA;NA;NA;NA;NA;NA;NA;0.0451020408163265;728591347.020679;6.65092353941807e-06
"Influenza";"Grimbergen";2025-10-26;NA;NA;NA;NA;NA;NA;NA;0.0371428571428571;600016403.428794;5.477231150109e-06
"Influenza";"Grimbergen";2025-10-27;"Sciensano Foodborne Pathogens";4001.63;107643;5971.06;0;0;0;0.0278571428571429;450012302.571596;4.10792336258175e-06
"Influenza";"Grimbergen";2025-10-28;NA;NA;NA;NA;NA;NA;NA;0.0198979591836735;321437358.979711;2.93423097327268e-06
"Influenza";"Grimbergen";2025-10-29;NA;NA;NA;NA;NA;NA;NA;0.013265306122449;214291572.653141;1.95615398218178e-06
"Influenza";"Grimbergen";2025-10-30;NA;NA;NA;NA;NA;NA;NA;0.00795918367346939;128574943.591885;1.17369238930907e-06
"Influenza";"Grimbergen";2025-10-31;NA;NA;NA;NA;NA;NA;NA;0.00397959183673469;64287471.7959423;5.86846194654535e-07
"Influenza";"Grimbergen";2025-11-01;NA;NA;NA;NA;NA;NA;NA;0.0013265306122449;21429157.2653141;1.95615398218178e-07
"Influenza";"Grimbergen";2025-11-02;NA;NA;NA;NA;NA;NA;NA;0;0;-1.81507060125921e-22
"Influenza";"Grimbergen";2025-11-03;"Sciensano Foodborne Pathogens";799.29;107643;9050.5;0;0;0;0;0;-1.81507060125921e-22
"Influenza";"Grimbergen";2025-11-04;NA;NA;NA;NA;NA;NA;NA;0.00403061224489796;84171396.4926011;5.1125960621206e-07
"Influenza";"Grimbergen";2025-11-05;NA;NA;NA;NA;NA;NA;NA;0.0120918367346939;252514189.477803;1.53377881863618e-06
"Influenza";"Grimbergen";2025-11-06;NA;NA;NA;NA;NA;NA;NA;0.0241836734693878;505028378.955607;3.06755763727236e-06
"Influenza";"Grimbergen";2025-11-07;NA;NA;NA;NA;NA;NA;NA;0.0403061224489796;841713964.926011;5.1125960621206e-06
"Influenza";"Grimbergen";2025-11-08;NA;NA;NA;NA;NA;NA;NA;0.0604591836734694;1262570947.38902;7.66889409318091e-06
"Influenza";"Grimbergen";2025-11-09;NA;NA;NA;NA;NA;NA;NA;0.0846428571428571;1767599326.34462;1.07364517304533e-05
"Influenza";"Grimbergen";2025-11-10;"Sciensano Foodborne Pathogens";936.63;107643;7883.69;0.395;8248796856.27491;5.01034414087819e-05;0.112857142857143;2356799101.79283;1.43152689739377e-05
